siren,nic,siret,trancheEffectifsEtablissement,etablissementSiege,categorieJuridiqueUniteLegale,denominationUniteLegale,activitePrincipaleUniteLegale,trancheEffectifsUniteLegale,categorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,caractereEmployeurEtablissement,naf.niv4,naf.niv3,naf.niv2,sectionActivitePrincipaleUniteLegale,libelleSectionActivitePrincipaleUniteLegale,libelleActivitePrincipaleUniteLegale,tranche_ca_millesime_1,tranche_ca_millesime_2,tranche_ca_millesime_3,CA,nom_zone_d_activite
319555843,00022,31955584300022,01,true,6533,GAEC IMBS DANIEL,01.11Z,01,,,2,RUE,CHARLES EHRET,67810,HOLTZHEIM,,67212,,,,,01.11Z,N,01.11,01.1,01,A,"Agriculture, sylviculture et pêche","Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",,,,,joffre holtzheim
322866963,00133,32286696300133,12,false,9260,ASSOCIATION ROUTE NOUVELLE ALSACE,87.20A,31,PME,FAM,38,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,RNA FOYER D'ACCUEIL MEDICALISE,,87.20A,O,87.20,87.2,87,Q,Santé humaine et action sociale,Hébergement social pour handicapés mentaux et malades mentaux,,,,,joffre holtzheim
333583466,01514,33358346601514,11,false,5710,KUEHNE+NAGEL,52.10B,51,GE,,3,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,52.10B,N,52.10,52.1,52,H,Transports et entreposage,Entreposage et stockage non frigorifique,,,,,joffre holtzheim
333892610,00606,33389261000606,01,false,5710,EQIOM GRANULATS,08.12Z,22,ETI,,1,RUE,DE LINGOLSHEIM,67810,HOLTZHEIM,BP 14,67212,,,,,08.12Z,O,08.12,08.1,08,B,Industries extractives,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",,,,,joffre holtzheim
338253081,26342,33825308126342,03,false,5710,SODEXO SANTE MEDICO SOCIAL,56.29A,52,GE,,,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,56.29A,O,56.29,56.2,56,I,Hébergement et restauration,Restauration collective sous contrat,E + d 1M,E + d 1M,E + d 1M,518555842,joffre holtzheim
339609661,00436,33960966100436,12,false,5710,IDVERDE,81.30Z,51,ETI,,3,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,81.30Z,O,81.30,81.3,81,N,Activités de services administratifs et de soutien,Services d'aménagement paysager,,,,,joffre holtzheim
339614273,00060,33961427300060,,true,5710,LAVORWASH FRANCE,46.69B,02,PME,,1,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,DELTA JET,46.74A,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,,,joffre holtzheim
343234142,01166,34323414201166,11,false,5710,INITIAL,96.01B,51,ETI,,2,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,77.29Z,N,96.01,96.0,96,S,Autres activités de services,Blanchisserie-teinturerie de détail,,,,,joffre holtzheim
348263443,00023,34826344300023,11,true,5499,LABORATOIRE DENTAIRE LUTTWILLER,32.50A,11,PME,,5,RUE,DU MARECHAL JOFFRE,67202,WOLFISHEIM,,67551,,,DENTHAL' ES,,32.50A,O,32.50,32.5,32,C,Industrie manufacturière,Fabrication de matériel médico-chirurgical et dentaire,,,,,joffre holtzheim
349107284,00037,34910728400037,03,true,5710,DISIMPEX,46.69A,03,PME,,14,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.69A,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de matériel électrique,,,,,joffre holtzheim
350359477,00030,35035947700030,02,false,5202,SNC ALMECA,77.11B,12,GE,,3,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,45.20B,O,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de longue durée de voitures et de véhicules automobiles légers,,,,,joffre holtzheim
356000000,32376,35600000032376,32,false,5510,LA POSTE,53.10Z,53,GE,,3,RUE,CHARLES EHRET,67810,HOLTZHEIM,,67212,,,LA POSTE,,53.10Z,O,53.10,53.1,53,H,Transports et entreposage,Activités de poste dans le cadre d'une obligation de service universel,,,,,joffre holtzheim
380790071,00027,38079007100027,11,true,5710,ADIS,43.21A,11,PME,ZA WOLFISHEIM HOLTZHEIM,7,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,43.21A,O,43.21,43.2,43,F,Construction,Travaux d'installation électrique dans tous locaux,,,,,joffre holtzheim
382560654,00024,38256065400024,01,true,5499,LES ESCALIERS EN BOIS REMY KRANTZ,43.32A,01,PME,,45,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,43.32A,O,43.32,43.3,43,F,Construction,Travaux de menuiserie bois et PVC,,,,,joffre holtzheim
409868114,00151,40986811400151,12,false,5202,INEO INDUSTRIE & TERTIAIRE EST,43.21A,41,GE,,4,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,43.21A,O,43.21,43.2,43,F,Construction,Travaux d'installation électrique dans tous locaux,,,,,joffre holtzheim
410240915,00026,41024091500026,01,true,5499,CTAH CONTROLE TECHN AUTOMOBILE HOLTZHEIM,71.20A,01,PME,,18,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,71.20A,O,71.20,71.2,71,M,"Activités spécialisées, scientifiques et techniques",Contrôle technique automobile,,,,,joffre holtzheim
411199243,00022,41119924300022,02,true,5499,DICOM,46.52Z,02,PME,ZA HOLTZHEIM,7,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,46.52Z,O,46.52,46.5,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,,,,,joffre holtzheim
428166367,00022,42816636700022,02,true,5499,SARL AGENCE B.G.L. ARCHITECTURE,71.11Z,02,PME,ZONE ARTISANALE,1,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,71.11Z,O,71.11,71.1,71,M,"Activités spécialisées, scientifiques et techniques",Activités d'architecture,,,,,joffre holtzheim
428868343,00115,42886834300115,02,false,5599,DILLINGER INTERNATIONAL,46.12B,11,ETI,,,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.12B,O,46.12,46.1,46,G,Commerce ; réparation d'automobiles et de motocycles,"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques",,,,,joffre holtzheim
429008451,00024,42900845100024,02,true,9260,LE RESTAURANT DU CTC RIE DE LA POSTE,56.29B,02,PME,,3,RUE,CHARLES EHRET,67810,HOLTZHEIM,,67212,,,,,56.29B,O,56.29,56.2,56,I,Hébergement et restauration,Autres services de restauration n.c.a.,,,,,joffre holtzheim
438393647,00021,43839364700021,03,true,5710,COMET FRANCE,46.69B,03,PME,,1,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,46.69B,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,,,joffre holtzheim
439218124,00048,43921812400048,03,true,5499,S.APPLICATIONS,43.34Z,03,PME,,3,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,43.34Z,O,43.34,43.3,43,F,Construction,Travaux de peinture et vitrerie,,,,,joffre holtzheim
443261300,00034,44326130000034,00,true,5710,AFE BAKERY,64.20Z,00,ETI,,32,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,64.20Z,N,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,,,,,joffre holtzheim
449679109,00032,44967910900032,00,true,5710,COOLTECH APPLICATIONS,71.12B,00,PME,,2,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,joffre holtzheim
451221295,00236,45122129500236,01,false,5499,HYDRO BUILDING SYSTEMS FRANCE,46.72Z,41,ETI,,1,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,TECHNAL,,46.72Z,O,46.72,46.7,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de minerais et métaux,,,,,joffre holtzheim
478695034,00049,47869503400049,,false,5710,SOC EQUIPEMENTS BOULANGERIE PATISSERIE,28.25Z,22,ETI,,32,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,PAVAILLER/ CFI/ BERTRAND PUMA,,82.99Z,N,28.25,28.2,28,C,Industrie manufacturière,Fabrication d'équipements aérauliques et frigorifiques industriels,,,,,joffre holtzheim
488636382,00019,48863638200019,02,true,5499,DADACH AUTOS SARL,45.20A,02,PME,,41,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,45.20A,O,45.20,45.2,45,G,Commerce ; réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles légers,,,,,joffre holtzheim
489852285,00019,48985228500019,02,true,5499,RESTO'PRISE,56.29B,02,PME,,2,RUE,DU MARECHAL JOFFRE,67202,WOLFISHEIM,,67551,,,,,56.29B,O,56.29,56.2,56,I,Hébergement et restauration,Autres services de restauration n.c.a.,,,,,joffre holtzheim
493191407,00391,49319140700391,22,false,5710,KUEHNE + NAGEL ROAD,49.41A,51,GE,,3,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,49.41B,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret interurbains,,,,,joffre holtzheim
494426943,00028,49442694300028,,true,5499,DENTAL BIOTECH,32.50A,02,PME,,,,5 IMPASSE JOFFRE,67202,WOLFISHEIM,,67551,,,,,32.50A,O,32.50,32.5,32,C,Industrie manufacturière,Fabrication de matériel médico-chirurgical et dentaire,,,,,joffre holtzheim
500833132,00029,50083313200029,11,true,5710,ART RESTORATION,45.20B,11,PME,,4,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,45.20B,O,45.20,45.2,45,G,Commerce ; réparation d'automobiles et de motocycles,Entretien et réparation d'autres véhicules automobiles,,,,,joffre holtzheim
508513785,00271,50851378500271,22,false,5710,SOCOPA VIANDES,10.11Z,52,GE,,1,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,10.11Z,O,10.11,10.1,10,C,Industrie manufacturière,Transformation et conservation de la viande de boucherie,,,,,joffre holtzheim
512933102,00026,51293310200026,01,true,5499,JYM& S,64.20Z,01,PME,ZA,1,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,64.20Z,O,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,E + d 1M,E + d 1M,D entre 250K et 1M,298950,joffre holtzheim
513774786,00026,51377478600026,03,true,5499,APPARENCE - JUSTE POUR SOI - HOLTZHEIM,96.02A,03,PME,CENTRE COMMERCIAL MAXI COOP,20,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,APPARENCE - JUSTE POUR SOI,,96.02A,O,96.02,96.0,96,S,Autres activités de services,Coiffure,,,,,joffre holtzheim
519474415,00030,51947441500030,,false,5710,RE-FLEX ALSACE,47.78C,02,PME,ZA HOLTZHEIM,7,IMP,JOFFRE,67202,WOLFISHEIM,,67551,,,,,47.78C,N,47.78,47.7,47,G,Commerce ; réparation d'automobiles et de motocycles,Autres commerces de détail spécialisés divers,,,,,joffre holtzheim
542107651,14186,54210765114186,,false,5599,ENGIE,35.23Z,51,GE,,4,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,35.23Z,N,35.23,35.2,35,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Commerce de combustibles gazeux par conduites,,,,,joffre holtzheim
582950309,00051,58295030900051,22,true,5710,BONGARD,28.21Z,22,ETI,,32,RTE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,28.21Z,O,28.21,28.2,28,C,Industrie manufacturière,Fabrication de fours et brûleurs,,,,,joffre holtzheim
588501239,00028,58850123900028,21,true,5710,ENTREPRISE DE CONSTRUCTIONS HIRSCHNER,41.20B,21,PME,,43,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,41.20B,O,41.20,41.2,41,F,Construction,Construction d'autres bâtiments,,,,,joffre holtzheim
622052603,00587,62205260300587,12,false,5710,RENTOKIL INITIAL,81.29A,32,ETI,2A,,RUE,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,81.29A,O,81.29,81.2,81,N,Activités de services administratifs et de soutien,"Désinfection, désinsectisation, dératisation",,,,,joffre holtzheim
698500535,00027,69850053500027,02,true,5499,DICKELI SARL,46.61Z,02,PME,,18,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,46.61Z,O,46.61,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de matériel agricole,,,,,joffre holtzheim
778768432,00016,77876843200016,11,true,5195,CAISSE DU CREDIT MUTUEL HORIZON,64.19Z,11,GE,,26,RUE,DU MAIRE RAEDEL,67810,HOLTZHEIM,,67212,,,,,64.19Z,O,64.19,64.1,64,K,Activités financières et d'assurance,Autres intermédiations monétaires,,,,,joffre holtzheim
792104945,00011,79210494500011,01,true,5710,ART WHEELS,45.20A,01,PME,,4,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,45.20A,O,45.20,45.2,45,G,Commerce ; réparation d'automobiles et de motocycles,Entretien et réparation de véhicules automobiles légers,,,,,joffre holtzheim
792786725,00012,79278672500012,01,true,5710,CHEZ MON OPTICIEN,47.78A,01,PME,,20,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,CHEZ MON OPTICIEN,CHEZ MON OPTICIEN,47.78A,O,47.78,47.7,47,G,Commerce ; réparation d'automobiles et de motocycles,Commerces de détail d'optique,A - de 32K,A - de 32K,A - de 32K,,joffre holtzheim
800266561,00011,80026656100011,12,true,5710,HOLTZDIS,47.11D,12,ETI,,20,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,47.11D,O,47.11,47.1,47,G,Commerce ; réparation d'automobiles et de motocycles,Supermarchés,,,,,joffre holtzheim
802768630,00112,80276863000112,,false,5710,NEHO FRANCE,64.20Z,12,PME,,8,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,68.20B,N,64.20,64.2,64,K,Activités financières et d'assurance,Activités des sociétés holding,,,,,joffre holtzheim
818239451,00045,81823945100045,,true,5710,VENTEC CONCEPT,43.22B,03,PME,,12,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,,,43.22B,O,43.22,43.2,43,F,Construction,Travaux d'installation d'équipements thermiques et de climatisation,,,,,joffre holtzheim
819423054,00025,81942305400025,01,false,3120,INTERMETRO INDUSTRIES B.V,70.22Z,01,PME,,32,RUE,DE WOLFISHEIM,67810,HOLTZHEIM,,67212,,,,,70.22Z,O,70.22,70.2,70,M,"Activités spécialisées, scientifiques et techniques",Conseil pour les affaires et autres conseils de gestion,,,,,joffre holtzheim
832258081,00021,83225808100021,03,false,5710,HRS STRASBOURG HOLTZHEIM,55.10Z,03,PME,,8,RUE,JOSEPH GRAFF,67810,HOLTZHEIM,,67212,,,HOTEL ROI SOLEIL 5,,55.10Z,O,55.10,55.1,55,I,Hébergement et restauration,Hôtels et hébergement similaire,,,,,joffre holtzheim
833044175,00028,83304417500028,02,false,5499,FCA ALSACE,27.51Z,02,PME,,1,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,27.51Z,O,27.51,27.5,27,C,Industrie manufacturière,Fabrication d'appareils électroménagers,,,,,joffre holtzheim
843672346,00056,84367234600056,,true,5558,QUONEX ALSATEL,33.20D,12,PME,,5,IMP,ANTOINE IMBS,67810,HOLTZHEIM,,67212,,,,,33.20D,O,33.20,33.2,33,C,Industrie manufacturière,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",,,,,joffre holtzheim
307108571,00018,30710857100018,03,true,5710,HYDRAULIQUE INDUSTRIE,25.62B,03,PME,,7,RUE,DES SEIGNEURS,67980,HANGENBIETEN,,67182,,,,,25.62B,O,25.62,25.6,25,C,Industrie manufacturière,Mécanique industrielle,,,,,hantgebieten/entzheim
313642662,00016,31364266200016,12,true,5599,SOCIETE RGR,28.25Z,12,PME,,12,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,28.25Z,O,28.25,28.2,28,C,Industrie manufacturière,Fabrication d'équipements aérauliques et frigorifiques industriels,,,,,hantgebieten/entzheim
320606767,00020,32060676700020,21,true,5710,ENTREPRISE STELL & BONTZ,43.99C,21,PME,,1,CHE,DE L ETANG,67980,HANGENBIETEN,,67182,,,,,43.99C,O,43.99,43.9,43,F,Construction,Travaux de maçonnerie générale et gros œuvre de bâtiment,,,,,hantgebieten/entzheim
320606767,00038,32060676700038,,false,5710,ENTREPRISE STELL & BONTZ,43.99C,21,PME,,,RUE,DE LA BRUCHE,67980,HANGENBIETEN,,67182,,,,,43.99C,N,43.99,43.9,43,F,Construction,Travaux de maçonnerie générale et gros œuvre de bâtiment,,,,,hantgebieten/entzheim
321658007,00026,32165800700026,11,true,5710,BIK ARCHITECTURE GRAND EST,71.11Z,11,PME,ESPACE PLEIN CIEL,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,71.11Z,O,71.11,71.1,71,M,"Activités spécialisées, scientifiques et techniques",Activités d'architecture,A - de 32K,E + d 1M,A - de 32K,1678200,hantgebieten/entzheim
327732848,00020,32773284800020,11,true,5599,ETABLISSEMENTS MEY,25.62B,11,PME,,15,RUE,DE LA BRUCHE,67980,HANGENBIETEN,,67182,,,,,25.62B,O,25.62,25.6,25,C,Industrie manufacturière,Mécanique industrielle,,,,,hantgebieten/entzheim
331541532,00114,33154153200114,01,false,5710,ROYER VOYAGES,79.11Z,11,PME,RD,221,RTE,DE L'AEROPORT,67960,ENTZHEIM,,67124,,,,,79.11Z,O,79.11,79.1,79,N,Activités de services administratifs et de soutien,Activités des agences de voyage,,,,,hantgebieten/entzheim
377839667,01391,37783966701391,11,false,5710,HERTZ FRANCE,77.11A,42,ETI,AEROPORT D'ENTZHEIM ESPACE PLEIN CIEL,,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,77.11A,O,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de courte durée de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
390722999,00054,39072299900054,,false,5710,PUISSANCE +,27.90Z,21,ETI,,,ALL,DE L'EUROPE,67810,HOLTZHEIM,,67212,,,,,27.90Z,O,27.90,27.9,27,C,Industrie manufacturière,Fabrication d'autres matériels électriques,,,,,hantgebieten/entzheim
391031283,00040,39103128300040,03,true,5499,SOCIETE D'EXPLOITATION DU GARAGE JEAN MARC MAYLAENDER,45.11Z,03,PME,ZA LES CHATEAUX,5,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,45.11Z,O,45.11,45.1,45,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
393773007,00017,39377300700017,11,true,5499,SOCIETE EXPLOITATION V.O.W.,25.11Z,11,PME,,15,RUE,DE LA BRUCHE,67980,HANGENBIETEN,,67182,,,,,25.11Z,O,25.11,25.1,25,C,Industrie manufacturière,Fabrication de structures métalliques et de parties de structures,,,,,hantgebieten/entzheim
397975566,00019,39797556600019,03,true,5499,BIKOTRONIC SARL,46.69A,03,PME,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,46.69A,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de matériel électrique,E + d 1M,E + d 1M,E + d 1M,1858021,hantgebieten/entzheim
399434422,00016,39943442200016,01,true,5499,ETUDES REALIS HOMOL MAT ENGINS SPECIAUX,29.20Z,01,PME,,9,RUE,DE LA GARE,67980,HANGENBIETEN,BP 9,67182,,,,,29.20Z,O,29.20,29.2,29,C,Industrie manufacturière,Fabrication de carrosseries et remorques,,,,,hantgebieten/entzheim
399506641,00444,39950664100444,,false,5710,ATALIAN CLEANING,81.21Z,12,GE,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,81.21Z,N,81.21,81.2,81,N,Activités de services administratifs et de soutien,Nettoyage courant des bâtiments,,,,,hantgebieten/entzheim
403208317,00020,40320831700020,11,true,5499,PROFORM,28.93Z,11,PME,,,,ROUTE DE HOLTZHEIM,67980,HANGENBIETEN,,67182,,,,,28.93Z,O,28.93,28.9,28,C,Industrie manufacturière,Fabrication de machines pour l'industrie agro-alimentaire,,,,,hantgebieten/entzheim
405247230,00205,40524723000205,,false,3120,MITSUBISHI ELECTRIC EUROPE B.V.,46.69B,32,ETI,,2,RUE,DES CHARRONS,67980,HANGENBIETEN,,67182,,,,,46.52Z,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,,,,hantgebieten/entzheim
432132363,00032,43213236300032,,true,5499,SEMARO,25.72Z,01,PME,,9,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,25.72Z,O,25.72,25.7,25,C,Industrie manufacturière,Fabrication de serrures et de ferrures,,,,,hantgebieten/entzheim
432513356,00514,43251335600514,,false,5710,LANCRY PROTECTION SECURITE,80.10Z,51,GE,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,80.20Z,N,80.10,80.1,80,N,Activités de services administratifs et de soutien,Activités de sécurité privée,,,,,hantgebieten/entzheim
439559758,00024,43955975800024,02,true,5499,IMMOBIZ,68.31Z,02,PME,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,68.31Z,N,68.31,68.3,68,L,Activités immobilières,Agences immobilières,,,,,hantgebieten/entzheim
445226228,00028,44522622800028,,true,5499,INTERNATIONAL TRANSPORTS SERVICES,49.32Z,11,PME,ZAC LES CHATEAUX,1,RUE,DES CHARRONS,67980,HANGENBIETEN,,67182,,,ITS,TAXI 7,49.32Z,O,49.32,49.3,49,H,Transports et entreposage,Transports de voyageurs par taxis,,,,,hantgebieten/entzheim
445297591,00023,44529759100023,12,true,5499,SAVEURS & DELICES,56.21Z,12,PME,,7,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,SAVEURS & DELICES,,56.21Z,O,56.21,56.2,56,I,Hébergement et restauration,Services des traiteurs,,,,,hantgebieten/entzheim
451038301,00052,45103830100052,01,true,5710,PREVENKIT,73.11Z,01,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,73.11Z,N,73.11,73.1,73,M,"Activités spécialisées, scientifiques et techniques",Activités des agences de publicité,,,,,hantgebieten/entzheim
480726165,00065,48072616500065,,true,5710,BOVIS ALSACE,49.41B,12,ETI,,7,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,49.41B,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret de proximité,E + d 1M,E + d 1M,E + d 1M,2740990,hantgebieten/entzheim
481216000,00044,48121600000044,11,true,5499,BT-INFO,62.02A,11,PME,,5,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,,BT INFO,62.02A,O,62.02,62.0,62,J,Information et communication,Conseil en systèmes et logiciels informatiques,,,,,hantgebieten/entzheim
483275772,00026,48327577200026,,true,5499,TRANSPORT RINDER & HAAS AUTOLOGISTIK,49.41A,02,PME,,4,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,49.41A,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret interurbains,,,,,hantgebieten/entzheim
484253323,00048,48425332300048,,false,5499,AIRCARGO LOGISTIC FRANCE,52.24B,02,PME,,,RTE,DE L'AEROPORT RD 221,67960,ENTZHEIM,,67124,,,,,52.24B,O,52.24,52.2,52,H,Transports et entreposage,Manutention non portuaire,,,,,hantgebieten/entzheim
490645892,00038,49064589200038,02,true,5499,WAY WATER,46.69C,02,PME,,7,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,46.69C,O,46.69,46.6,46,G,Commerce ; réparation d'automobiles et de motocycles,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,,,,,hantgebieten/entzheim
494347271,00012,49434727100012,01,true,5710,ABC AFFICHAGE,73.12Z,01,PME,4A,,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,73.12Z,O,73.12,73.1,73,M,"Activités spécialisées, scientifiques et techniques",Régie publicitaire de médias,A - de 32K,A - de 32K,A - de 32K,,hantgebieten/entzheim
498945070,00031,49894507000031,02,true,5499,RE FORMATION RISQUE ROUTIER,85.59A,02,PME,,,ALL,DE L'EUROPE,67960,ENTZHEIM,,67124,,,RESEAU EVENKIT,,85.59A,N,85.59,85.5,85,P,Enseignement,Formation continue d'adultes,,,,,hantgebieten/entzheim
501369508,00053,50136950800053,NN,true,5710,NEWTL,30.20Z,22,GE,,12,RUE,DE HOLTZHEIM,67980,HANGENBIETEN,,67182,,,,,30.20Z,N,30.20,30.2,30,C,Industrie manufacturière,Construction de locomotives et d'autre matériel ferroviaire roulant,A - de 32K,A - de 32K,E + d 1M,20193871,hantgebieten/entzheim
511902983,00036,51190298300036,02,true,5499,OZE ARCHITECTURE,71.11Z,02,PME,,17,RUE,DES COLVERTS,67980,HANGENBIETEN,,67182,,,,,71.11Z,O,71.11,71.1,71,M,"Activités spécialisées, scientifiques et techniques",Activités d'architecture,,,,,hantgebieten/entzheim
520283110,00085,52028311000085,32,false,5710,ATALIAN PROPRETE EST,81.21Z,51,GE,,9,RUE,DE LA GARE,67980,HANGENBIETEN,,67182,,,,,81.21Z,O,81.21,81.2,81,N,Activités de services administratifs et de soutien,Nettoyage courant des bâtiments,,,,,hantgebieten/entzheim
521669648,00029,52166964800029,,true,5499,STAGE CONCEPT,90.01Z,01,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,90.01Z,O,90.01,90.0,90,R,"Arts, spectacles et activités récréatives",Arts du spectacle vivant,,,,,hantgebieten/entzheim
522934645,00048,52293464500048,03,true,5499,MEL LOCATION,77.11A,03,PME,ZA LES CHATEAUX,5,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,77.11A,O,77.11,77.1,77,N,Activités de services administratifs et de soutien,Location de courte durée de voitures et de véhicules automobiles légers,,,,,hantgebieten/entzheim
528457948,00040,52845794800040,,true,5499,TRANSAL EXPRESS,49.41A,02,PME,ZA LES CHATEAUX,8,RUE,DES FORGERONS,67980,HANGENBIETEN,,67182,,,,,49.41A,O,49.41,49.4,49,H,Transports et entreposage,Transports routiers de fret interurbains,,,,,hantgebieten/entzheim
528619257,00025,52861925700025,,true,5710,OHRESSER PRODUCTION,25.62B,12,PME,,15,RUE,DE LA BRUCHE,67980,HANGENBIETEN,,67182,,,,,25.62B,O,25.62,25.6,25,C,Industrie manufacturière,Mécanique industrielle,,,,,hantgebieten/entzheim
531665719,00021,53166571900021,11,true,5499,CALLISTO INGENIERIE,71.12B,11,PME,,5,ALL,DE L EUROPE,67960,ENTZHEIM,,67124,,,,,71.12B,O,71.12,71.1,71,M,"Activités spécialisées, scientifiques et techniques","Ingénierie, études techniques",,,,,hantgebieten/entzheim
