IRIS,REG,DEP,UU2010,COM,LIBCOM,TRIRIS,GRD_QUART,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,P10_POP0205,P10_POP0610,P10_POP1114,P10_POP1517,P10_POP1824,P10_POP2529,P10_POP30P,P10_SCOL0205,P10_SCOL0610,P10_SCOL1114,P10_SCOL1517,P10_SCOL1824,P10_SCOL2529,P10_SCOL30P,P10_NSCOL15P,P10_NSCOL15P_DIPL0,P10_NSCOL15P_CEP,P10_NSCOL15P_BEPC,P10_NSCOL15P_CAPBEP,P10_NSCOL15P_BAC,P10_NSCOL15P_BACP2,P10_NSCOL15P_SUP,P10_HNSCOL15P,P10_HNSCOL15P_DIPL0,P10_HNSCOL15P_CEP,P10_HNSCOL15P_BEPC,P10_HNSCOL15P_CAPBEP,P10_HNSCOL15P_BAC,P10_HNSCOL15P_BACP2,P10_HNSCOL15P_SUP,P10_FNSCOL15P,P10_FNSCOL15P_DIPL0,P10_FNSCOL15P_CEP,P10_FNSCOL15P_BEPC,P10_FNSCOL15P_CAPBEP,P10_FNSCOL15P_BAC,P10_FNSCOL15P_BACP2,P10_FNSCOL15P_SUP
751051903,11,75,851,75105,Paris 5e Arrondissement,750191,7510519,Val de Grace 3,H,0,1,96,139,147,83,403,202,1701,67,139,147,83,349,80,61,1816,189,65,80,131,241,192,918,862,69,24,34,84,101,73,478,954,121,41,46,47,140,120,439
751051904,11,75,851,75105,Paris 5e Arrondissement,750191,7510519,Val de Grace 4,H,0,2,28,51,64,47,531,118,839,21,51,64,47,509,54,33,893,47,10,34,21,68,83,630,396,3,3,12,16,23,20,318,497,44,7,22,4,46,63,312
751051905,11,75,851,75105,Paris 5e Arrondissement,750201,7510519,Val de Grace 5,H,0,1,70,99,118,96,529,127,1593,48,96,115,96,507,45,74,1623,134,31,32,67,152,178,1028,727,45,14,12,29,46,58,523,895,89,17,21,38,105,120,505
751051906,11,75,851,75105,Paris 5e Arrondissement,750201,7510519,Val de Grace 6,H,0,1,66,65,60,50,416,185,1539,47,65,60,50,358,68,49,1664,109,59,103,122,203,258,809,721,59,15,32,69,94,81,371,943,51,44,70,54,109,178,438
751051907,11,75,851,75105,Paris 5e Arrondissement,750201,7510519,Val de Grace 7,H,0,2,48,75,77,65,624,140,1281,31,75,74,65,602,69,58,1316,42,51,44,84,170,144,782,582,17,27,13,51,50,66,358,734,25,24,31,33,120,78,424
751051908,11,75,851,75105,Paris 5e Arrondissement,750201,7510519,Val de Grace 8,H,0,1,87,103,63,99,577,297,2035,55,103,63,99,493,84,69,2264,151,50,69,101,285,308,1300,980,61,7,27,59,141,95,591,1284,90,43,42,42,144,213,710
751052001,11,75,851,75105,Paris 5e Arrondissement,750211,7510520,Sorbonne 1,H,0,1,53,66,60,79,658,257,1327,45,66,57,75,577,95,29,1546,122,34,65,80,198,176,869,762,50,18,33,44,113,62,442,784,72,16,33,36,85,115,427
751052002,11,75,851,75105,Paris 5e Arrondissement,750211,7510520,Sorbonne 2,H,0,2,48,39,69,58,242,180,1056,29,39,69,58,205,32,40,1200,65,45,46,120,181,136,607,585,19,29,16,68,76,58,318,615,45,16,30,52,105,78,289
751052003,11,75,851,75105,Paris 5e Arrondissement,750221,7510520,Sorbonne 3,H,0,1,43,47,64,63,315,370,1146,33,43,61,63,265,95,49,1421,84,46,37,28,122,181,923,677,40,13,17,18,50,64,475,744,44,33,20,10,72,117,449
751052004,11,75,851,75105,Paris 5e Arrondissement,750221,7510520,Sorbonne 4,H,0,1,85,103,106,70,388,312,2019,54,102,106,70,334,88,59,2238,211,104,69,112,293,203,1247,1072,88,38,29,65,113,98,641,1165,123,66,40,46,179,105,606
751052005,11,75,851,75105,Paris 5e Arrondissement,750211,7510520,Sorbonne 5,A,0,3,25,19,10,13,333,18,225,21,19,10,13,323,3,7,243,24,4,13,62,52,21,66,140,14,3,6,48,22,8,38,103,10,1,6,14,30,13,28
751052099,11,75,851,75105,Paris 5e Arrondissement,750221,7510520,Seine et berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751062101,11,75,851,75106,Paris 6e Arrondissement,750231,7510621,Monnaie 1,H,0,1,39,31,22,40,298,185,1084,33,31,22,40,240,51,34,1242,85,18,58,51,171,124,733,573,37,6,26,30,71,46,357,669,48,12,32,21,100,78,376
751062102,11,75,851,75106,Paris 6e Arrondissement,750231,7510621,Monnaie 2,H,0,1,35,43,23,37,365,247,1231,25,43,23,37,312,53,60,1418,88,23,79,72,197,149,809,670,24,6,38,31,85,51,435,748,64,17,42,41,113,98,374
751062103,11,75,851,75106,Paris 6e Arrondissement,750231,7510621,Monnaie 3,H,0,1,63,46,36,16,265,270,1116,39,46,36,16,215,96,36,1304,112,47,37,48,142,131,788,618,63,14,7,19,66,66,383,686,49,33,30,28,76,64,405
751062199,11,75,851,75106,Paris 6e Arrondissement,750231,7510621,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751062201,11,75,851,75106,Paris 6e Arrondissement,750241,7510622,Odeon 1,H,0,1,68,116,87,107,261,102,1098,61,116,87,107,238,27,23,1172,90,11,52,30,186,111,692,512,28,3,8,18,59,38,358,660,62,9,44,12,126,73,334
751062202,11,75,851,75106,Paris 6e Arrondissement,750241,7510622,Odeon 2,H,0,2,21,42,88,84,160,94,1086,12,42,88,84,120,24,46,1150,93,18,21,90,162,128,638,545,20,7,8,56,79,36,338,605,73,11,14,34,82,92,299
751062203,11,75,851,75106,Paris 6e Arrondissement,750241,7510622,Odeon 3,H,0,2,69,56,58,44,343,280,1408,50,56,58,44,280,80,27,1644,127,23,42,63,251,195,943,757,70,12,6,33,116,70,451,887,57,12,36,30,135,125,492
751062204,11,75,851,75106,Paris 6e Arrondissement,750241,7510622,Odeon 4,H,0,1,52,91,57,92,678,194,1580,33,91,57,91,617,35,43,1757,152,51,81,79,245,202,947,791,36,16,33,47,110,66,483,965,115,35,48,32,135,136,464
751062205,11,75,851,75106,Paris 6e Arrondissement,750241,7510622,Jardin du Luxembourg,D,0,3,0,13,6,12,19,6,57,0,13,6,12,13,0,0,70,6,0,6,0,6,6,44,51,6,0,6,0,6,0,32,19,0,0,0,0,0,6,13
751062301,11,75,851,75106,Paris 6e Arrondissement,750251,7510623,Notre Dame des Champs 1,H,0,2,52,77,45,56,199,105,1065,34,77,45,56,168,31,45,1126,105,30,17,42,132,132,668,474,37,8,3,14,50,40,323,651,68,22,14,28,82,92,345
751062302,11,75,851,75106,Paris 6e Arrondissement,750251,7510623,Notre Dame des Champs 2,H,0,1,66,76,79,95,413,133,1218,56,76,79,95,384,42,37,1301,85,46,27,21,114,119,890,616,30,19,11,14,44,55,444,685,55,27,16,7,70,64,446
751062303,11,75,851,75106,Paris 6e Arrondissement,750251,7510623,Notre Dame des Champs 3,H,0,2,81,88,77,72,318,123,1535,66,88,76,66,261,35,23,1661,134,54,81,59,230,171,933,680,41,9,26,29,78,36,462,982,93,45,55,30,152,135,471
751062304,11,75,851,75106,Paris 6e Arrondissement,750271,7510623,Notre Dame des Champs 4,H,0,1,61,73,67,58,264,161,1047,48,73,67,55,234,38,29,1174,82,19,43,43,164,123,699,549,33,7,10,30,78,39,352,624,49,12,34,13,86,84,347
751062305,11,75,851,75106,Paris 6e Arrondissement,750251,7510623,Notre Dame des Champs 5,H,0,1,82,89,79,58,654,203,1491,72,86,79,58,598,29,30,1690,150,23,63,66,226,207,955,689,46,10,9,33,66,55,470,1001,103,13,54,33,160,153,485
751062306,11,75,851,75106,Paris 6e Arrondissement,750261,7510623,Notre Dame des Champs 6,H,0,1,78,101,69,99,246,182,1643,56,97,69,99,190,41,53,1788,75,45,79,52,226,195,1116,764,34,20,12,29,77,76,516,1024,41,25,66,23,149,119,600
751062307,11,75,851,75106,Paris 6e Arrondissement,750261,7510623,Notre Dame des Champs 7,H,0,1,55,60,57,34,223,93,1187,43,60,57,34,194,19,24,1267,79,56,23,29,136,172,771,544,36,21,3,18,39,37,391,723,43,36,20,11,97,135,380
751062308,11,75,851,75106,Paris 6e Arrondissement,750261,7510623,Notre Dame des Champs 8,H,0,1,70,86,41,58,397,314,2089,53,86,41,58,350,65,72,2314,173,70,89,110,327,253,1291,946,78,32,40,57,117,55,569,1368,96,39,49,54,210,198,722
751062309,11,75,851,75106,Paris 6e Arrondissement,750271,7510623,Notre Dame des Champs 9,H,0,1,50,58,41,51,380,216,1443,34,58,41,51,335,65,66,1573,90,43,47,85,219,143,946,657,32,12,15,40,62,37,459,916,57,31,32,45,158,106,487
751062310,11,75,851,75106,Paris 6e Arrondissement,750271,7510623,Notre Dame des Champs 10,H,0,2,99,114,86,120,308,141,1299,69,114,86,117,255,36,29,1429,135,23,44,47,220,176,784,636,57,9,14,28,68,49,410,794,78,14,30,19,152,127,374
751062311,11,75,851,75106,Paris 6e Arrondissement,750271,7510623,Notre Dame des Champs 11,H,0,2,78,72,51,50,269,198,1262,59,72,51,47,192,47,48,1445,100,20,44,71,208,143,859,690,40,10,14,43,95,54,433,755,60,10,29,28,113,89,426
751062401,11,75,851,75106,Paris 6e Arrondissement,750281,7510624,Saint-Germain des Pres 1,H,0,2,66,78,84,49,277,202,1340,53,75,84,49,216,59,25,1519,133,49,76,51,212,154,845,675,45,16,32,31,89,50,411,844,87,33,44,20,123,103,433
751062402,11,75,851,75106,Paris 6e Arrondissement,750281,7510624,Saint-Germain des Pres 2,H,0,1,95,105,91,74,331,163,1895,83,105,91,71,287,48,46,2011,240,67,66,72,324,190,1052,896,111,30,29,36,112,64,515,1115,129,37,37,36,212,126,537
751062499,11,75,851,75106,Paris 6e Arrondissement,750281,7510624,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072501,11,75,851,75107,Paris 7e Arrondissement,750311,7510725,Saint-Thomas d'Aquin 1,H,0,2,55,88,103,86,348,144,1382,48,88,103,86,286,40,33,1515,100,46,21,40,246,156,907,742,41,10,7,16,114,51,503,774,59,36,14,24,132,105,404
751072502,11,75,851,75107,Paris 7e Arrondissement,750311,7510725,Saint-Thomas d'Aquin 2,H,0,1,40,83,65,66,228,105,1147,25,83,65,66,192,26,33,1229,71,26,33,19,189,181,709,532,14,11,15,2,66,51,372,697,57,15,17,17,123,131,337
751072503,11,75,851,75107,Paris 7e Arrondissement,750311,7510725,Saint-Thomas d'Aquin 3,H,0,2,45,73,71,63,142,70,1214,26,73,71,63,123,14,29,1260,89,39,39,58,204,180,651,539,33,5,19,39,55,53,334,721,56,34,20,18,149,127,317
751072504,11,75,851,75107,Paris 7e Arrondissement,750311,7510725,Saint-Thomas d'Aquin 4,H,0,1,53,70,84,44,246,112,995,43,70,84,44,223,21,16,1093,80,11,13,38,159,118,674,497,33,2,6,18,68,40,330,597,48,8,7,21,91,78,344
751072505,11,75,851,75107,Paris 7e Arrondissement,750301,7510725,Saint-Thomas d'Aquin 5,H,0,2,48,59,45,42,230,164,1367,31,59,45,42,193,31,33,1504,160,51,39,47,252,177,777,655,60,20,11,22,81,48,412,849,100,30,28,25,171,129,365
751072506,11,75,851,75107,Paris 7e Arrondissement,750301,7510725,Saint-Thomas d'Aquin 6,H,0,1,81,74,115,77,353,360,1876,69,67,115,74,277,78,34,2203,223,59,90,60,317,199,1254,1014,110,19,37,33,138,48,629,1189,113,40,53,27,179,151,626
751072507,11,75,851,75107,Paris 7e Arrondissement,750311,7510725,Saint-Thomas d'Aquin 7,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072508,11,75,851,75107,Paris 7e Arrondissement,750301,7510725,Saint-Thomas d'Aquin 8,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072599,11,75,851,75107,Paris 7e Arrondissement,750301,7510725,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072601,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 1,H,0,1,48,122,71,69,214,194,1371,36,122,71,69,180,36,34,1529,148,34,33,25,197,157,935,713,61,16,18,8,76,53,481,816,87,17,15,17,121,104,454
751072602,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 2,H,0,2,53,62,59,51,197,119,951,45,62,59,51,157,12,22,1075,103,23,30,22,171,95,632,471,40,9,13,6,44,36,324,604,63,14,17,16,127,58,308
751072603,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 3,H,0,2,24,30,39,27,87,100,623,21,30,39,27,75,36,11,689,71,16,11,23,65,78,426,336,34,4,0,11,24,30,233,353,36,12,11,12,41,48,193
751072604,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 4,H,0,2,52,49,52,47,162,83,965,32,49,52,47,125,24,27,1034,94,27,12,41,157,107,594,517,38,9,6,28,70,46,319,517,56,18,6,13,87,61,275
751072605,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 5,A,0,3,0,0,5,5,2,0,23,0,0,5,2,2,0,2,23,2,0,0,0,0,9,12,14,2,0,0,0,0,5,7,9,0,0,0,0,0,5,5
751072606,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Invalides 6,D,0,3,2,2,2,3,6,5,194,0,2,2,3,3,1,2,199,16,33,9,14,15,14,98,142,14,26,4,11,9,4,74,56,2,7,5,3,6,10,24
751072699,11,75,851,75107,Paris 7e Arrondissement,750291,7510726,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072701,11,75,851,75107,Paris 7e Arrondissement,750321,7510727,Ecole Militaire 1,H,0,1,40,82,78,72,423,321,1861,24,82,72,68,344,66,56,2141,163,54,92,109,229,233,1261,913,61,16,31,42,69,85,609,1228,102,38,61,67,159,147,652
751072702,11,75,851,75107,Paris 7e Arrondissement,750321,7510727,Ecole Militaire 2,H,0,2,73,74,63,44,246,179,1304,52,74,63,44,212,35,75,1407,108,24,16,64,176,150,871,616,58,7,3,26,62,34,425,791,50,17,13,37,113,116,445
751072703,11,75,851,75107,Paris 7e Arrondissement,750331,7510727,Ecole Militaire 3,H,0,2,58,122,93,75,176,123,1179,51,122,93,75,140,32,25,1281,61,7,31,31,175,118,858,600,23,1,16,11,47,42,461,680,38,6,15,20,128,76,397
751072704,11,75,851,75107,Paris 7e Arrondissement,750331,7510727,Ecole Militaire 4,H,0,1,43,75,57,41,109,135,1223,35,75,57,41,95,27,34,1311,103,41,64,35,170,123,775,553,30,12,9,15,44,24,419,759,73,29,56,20,126,100,356
751072705,11,75,851,75107,Paris 7e Arrondissement,750331,7510727,Ecole Militaire 5,H,0,1,103,92,67,61,211,103,1524,87,92,67,61,176,30,29,1603,148,24,31,52,248,131,969,737,50,12,9,23,92,30,521,866,98,12,21,30,156,101,448
751072706,11,75,851,75107,Paris 7e Arrondissement,750321,7510727,Ecole Militaire 6,H,0,1,70,118,105,77,221,160,1162,54,118,105,76,167,35,24,1318,98,41,34,115,230,184,616,641,31,32,20,54,99,61,343,677,67,9,13,60,131,124,273
751072707,11,75,851,75107,Paris 7e Arrondissement,750331,7510727,Ecole Militaire 7,A,0,3,0,0,0,0,14,8,25,0,0,0,0,5,0,1,41,2,0,1,11,9,7,11,26,1,0,1,7,6,4,7,15,1,0,0,4,3,3,4
751072801,11,75,851,75107,Paris 7e Arrondissement,750341,7510728,Gros Caillou 1,H,0,2,119,95,67,67,239,268,1501,73,95,67,67,183,31,29,1765,70,55,97,56,252,169,1067,786,27,30,35,24,86,69,514,979,43,25,61,31,165,101,552
751072802,11,75,851,75107,Paris 7e Arrondissement,750341,7510728,Gros Caillou 2,H,0,2,93,116,62,47,220,228,1193,71,116,59,47,145,64,35,1396,104,26,54,79,207,172,755,651,27,10,12,37,84,58,422,745,77,17,42,41,123,114,332
751072803,11,75,851,75107,Paris 7e Arrondissement,750341,7510728,Gros Caillou 3,H,0,1,20,39,30,30,252,312,1080,13,39,30,30,203,77,30,1334,105,66,59,84,210,170,640,630,49,27,26,52,110,72,295,704,56,39,32,32,101,98,345
751072804,11,75,851,75107,Paris 7e Arrondissement,750341,7510728,Gros Caillou 4,H,0,1,98,165,106,103,471,340,2097,71,162,106,103,376,61,47,2423,232,101,85,160,307,272,1267,1120,108,25,34,70,131,82,671,1303,124,76,51,90,176,191,595
751072805,11,75,851,75107,Paris 7e Arrondissement,750351,7510728,Gros Caillou 5,H,0,1,109,106,106,41,533,419,2116,83,106,106,41,399,121,67,2482,213,77,84,134,328,303,1343,1121,93,20,21,70,140,81,696,1361,120,57,63,64,188,222,647
751072806,11,75,851,75107,Paris 7e Arrondissement,750351,7510728,Gros Caillou 6,H,0,1,100,87,69,52,216,107,1419,89,84,65,52,171,28,43,1499,181,29,44,42,193,151,859,677,91,13,16,22,60,45,430,822,90,17,28,19,133,105,428
751072807,11,75,851,75107,Paris 7e Arrondissement,750351,7510728,Gros Caillou 7,H,0,1,111,124,104,63,162,81,1582,76,121,104,60,142,23,23,1640,148,52,30,43,219,155,994,749,53,19,4,14,76,48,535,891,95,32,26,29,143,107,459
751072808,11,75,851,75107,Paris 7e Arrondissement,750361,7510728,Gros Caillou 8,H,0,2,80,67,50,53,155,118,1177,53,62,50,53,127,26,47,1249,106,34,52,48,163,154,692,531,33,13,14,17,33,38,382,719,73,20,38,31,130,116,309
751072809,11,75,851,75107,Paris 7e Arrondissement,750361,7510728,Gros Caillou 9,H,0,2,109,159,95,75,187,136,1403,78,150,91,75,155,37,24,1511,95,55,82,84,208,166,821,732,31,23,19,53,61,59,485,779,64,31,63,31,147,107,335
751072810,11,75,851,75107,Paris 7e Arrondissement,750361,7510728,Gros Caillou 10,H,0,1,119,97,74,76,420,369,1979,78,97,74,76,318,75,56,2319,161,94,99,85,336,219,1324,1054,57,31,39,38,141,76,671,1265,104,63,60,47,195,143,653
751072811,11,75,851,75107,Paris 7e Arrondissement,750361,7510728,Gros Caillou 11,H,0,2,59,89,122,129,229,98,1366,51,86,122,126,188,12,24,1471,212,33,41,44,184,151,806,657,96,9,15,30,63,26,418,814,116,25,25,14,121,125,388
751072812,11,75,851,75107,Paris 7e Arrondissement,750351,7510728,Champ de Mars,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751072899,11,75,851,75107,Paris 7e Arrondissement,750361,7510728,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751082901,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 1,H,0,2,36,75,72,93,198,78,976,27,72,69,93,138,11,14,1090,205,78,70,87,214,104,333,423,78,29,40,23,72,39,141,667,127,49,30,64,142,64,192
751082902,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 2,A,0,2,17,35,31,40,123,65,589,12,35,31,40,84,6,3,685,153,11,39,35,113,59,274,336,62,3,19,30,51,26,146,349,91,8,20,6,62,33,129
751082903,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 3,A,0,3,21,51,39,26,77,41,640,11,48,39,26,45,3,22,688,91,34,18,30,149,65,301,318,35,15,8,21,43,20,175,370,56,19,10,9,107,44,126
751082904,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 4,A,0,3,24,19,21,23,62,28,307,14,19,21,23,51,10,5,331,43,16,5,23,63,24,157,141,16,4,2,14,26,8,71,190,27,12,3,9,37,15,86
751082905,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 5,A,0,3,15,33,16,22,53,46,386,15,33,16,22,46,8,7,424,57,25,18,13,81,39,190,182,26,7,0,10,32,19,88,242,31,18,18,3,49,20,102
751082906,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Champs Elysees 6,A,0,3,4,7,0,0,0,0,22,4,7,0,0,0,0,0,22,4,0,0,0,0,7,11,11,4,0,0,0,0,0,7,11,0,0,0,0,0,7,4
751082907,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Concorde Jar Chps Elysees,D,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
751082999,11,75,851,75108,Paris 8e Arrondissement,750401,7510829,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751083001,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 1,H,0,2,59,140,72,71,266,117,1308,44,136,72,71,217,34,38,1403,183,38,36,59,230,168,688,692,92,20,20,19,75,70,395,710,91,18,16,41,155,98,292
751083002,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 2,H,0,1,83,140,93,104,392,314,1913,72,140,93,98,299,56,38,2233,241,60,99,112,372,184,1165,1028,77,14,27,49,152,73,636,1205,164,47,72,63,220,111,529
751083003,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 3,A,0,3,10,20,23,6,88,123,345,9,20,23,6,55,27,7,467,32,26,28,9,75,40,257,267,13,10,13,4,50,19,157,200,19,17,16,4,24,20,100
751083004,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 4,A,0,2,75,108,91,71,212,153,1349,55,108,91,71,152,19,25,1519,160,47,33,61,228,196,793,752,73,15,12,30,129,83,412,767,88,32,22,32,99,113,382
751083005,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 5,A,0,2,82,89,64,46,218,150,979,49,86,64,46,137,14,27,1169,207,43,29,37,206,100,546,577,93,15,15,20,84,35,314,593,113,28,14,17,122,65,233
751083006,11,75,851,75108,Paris 8e Arrondissement,750411,7510830,Faubourg du Roule 6,A,0,3,49,40,17,43,64,46,453,33,40,17,43,52,8,18,484,61,11,46,22,71,29,244,265,40,2,21,12,27,14,148,220,21,9,25,10,44,15,96
751083101,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 1,A,0,3,0,12,7,7,14,8,164,0,12,7,7,14,0,3,169,34,0,3,0,31,7,93,78,12,0,3,0,10,0,52,91,22,0,0,0,21,7,41
751083102,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 2,A,0,3,16,4,11,22,65,39,317,16,4,11,19,54,8,0,362,49,7,19,22,42,35,187,169,19,4,16,11,7,7,105,193,30,4,3,11,35,29,83
751083103,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 3,A,0,3,63,95,55,56,121,122,716,51,91,55,56,79,7,17,856,83,6,31,96,126,124,389,395,37,4,11,52,56,41,193,461,46,2,20,43,70,83,196
751083104,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 4,A,0,3,34,36,20,22,92,68,521,27,36,20,22,75,7,7,592,73,3,6,12,118,63,317,268,31,2,0,5,34,15,181,324,42,1,6,7,84,49,136
751083105,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 5,A,0,2,19,40,41,26,117,66,716,19,40,41,26,92,6,8,793,38,35,19,26,104,82,490,404,23,10,12,14,32,23,290,389,14,25,7,12,72,59,200
751083106,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 6,A,0,2,58,42,40,52,110,151,744,51,42,40,52,86,9,1,910,63,22,24,42,113,109,536,413,21,11,7,26,43,29,275,497,41,11,17,17,70,80,261
751083107,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 7,A,0,3,13,7,9,12,38,28,189,6,7,9,12,27,0,11,216,19,4,0,7,49,28,110,108,7,0,0,2,14,14,71,108,12,4,0,5,34,15,39
751083108,11,75,851,75108,Paris 8e Arrondissement,750391,7510831,Madeleine 8,A,0,3,16,19,6,9,17,61,203,16,19,6,9,6,10,1,264,32,12,15,14,27,42,123,129,20,4,3,14,8,15,64,135,13,8,11,0,19,26,59
751083201,11,75,851,75108,Paris 8e Arrondissement,750371,7510832,Europe 1,H,0,2,121,141,125,111,271,320,1565,86,140,125,111,188,53,45,1870,130,57,58,77,331,253,962,869,62,16,40,51,98,82,520,1001,68,42,19,26,233,171,442
751083202,11,75,851,75108,Paris 8e Arrondissement,750421,7510832,Europe 2,H,0,1,113,112,62,96,328,160,1317,84,112,62,93,251,38,25,1494,149,39,55,71,107,165,908,728,63,21,21,25,33,65,500,765,86,18,34,46,73,100,407
751083203,11,75,851,75108,Paris 8e Arrondissement,750421,7510832,Europe 3,H,0,1,66,57,56,54,155,94,1031,54,57,56,54,114,11,26,1128,87,40,35,44,182,102,638,515,37,9,10,19,71,41,328,613,50,31,25,25,110,61,310
751083204,11,75,851,75108,Paris 8e Arrondissement,750371,7510832,Europe 4,H,0,1,87,156,141,136,319,209,1583,75,156,141,136,254,25,19,1813,181,26,47,91,250,194,1025,911,81,11,14,35,123,72,576,902,100,15,32,56,127,122,450
751083205,11,75,851,75108,Paris 8e Arrondissement,750371,7510832,Europe 5,H,0,1,212,192,92,109,519,195,2055,157,192,92,109,439,47,25,2258,139,46,109,119,283,242,1321,1058,35,19,29,60,107,75,732,1200,103,27,80,59,175,167,589
751083206,11,75,851,75108,Paris 8e Arrondissement,750381,7510832,Europe 6,H,0,1,111,152,100,110,328,173,1716,77,149,100,110,262,47,54,1855,155,43,43,91,244,243,1036,859,64,13,10,45,101,78,547,996,91,30,33,46,142,165,489
751083207,11,75,851,75108,Paris 8e Arrondissement,750381,7510832,Europe 7,H,0,2,83,99,85,89,312,175,1361,65,96,85,88,255,39,36,1517,155,28,52,53,195,182,852,738,68,8,22,17,96,79,448,780,87,20,30,36,99,103,404
751083208,11,75,851,75108,Paris 8e Arrondissement,750381,7510832,Europe 8,A,0,3,32,43,44,27,46,26,299,28,43,44,27,41,3,11,315,21,13,10,19,25,36,193,166,3,12,4,14,7,14,111,149,17,1,6,4,18,21,81
751083209,11,75,851,75108,Paris 8e Arrondissement,750421,7510832,Europe 9,A,0,3,53,64,34,39,186,111,721,41,64,34,39,135,12,21,851,61,23,32,37,112,73,513,424,21,5,12,22,56,28,280,427,41,18,20,15,56,44,233
751083210,11,75,851,75108,Paris 8e Arrondissement,750421,7510832,Europe 10,A,0,3,55,77,99,78,207,57,741,36,77,99,78,192,12,7,794,89,23,1,34,115,86,446,361,28,11,0,16,44,16,246,433,61,11,1,18,71,70,200
751093301,11,75,851,75109,Paris 9e Arrondissement,750431,7510933,Saint-Georges 1,H,0,1,63,32,64,53,128,134,1013,39,29,64,53,92,16,14,1153,103,62,35,53,153,152,595,521,42,19,3,24,60,61,313,631,61,43,32,29,93,91,282
751093302,11,75,851,75109,Paris 9e Arrondissement,750431,7510933,Saint-Georges 2,H,0,1,81,79,71,64,153,197,1161,52,79,71,64,112,14,27,1359,71,43,40,90,218,110,787,598,27,16,9,60,75,47,365,761,45,28,31,29,143,63,422
