IRIS,REG,DEP,UU2010,COM,LIBCOM,TRIRIS,GRD_QUART,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,P10_POP0205,P10_POP0610,P10_POP1114,P10_POP1517,P10_POP1824,P10_POP2529,P10_POP30P,P10_SCOL0205,P10_SCOL0610,P10_SCOL1114,P10_SCOL1517,P10_SCOL1824,P10_SCOL2529,P10_SCOL30P,P10_NSCOL15P,P10_NSCOL15P_DIPL0,P10_NSCOL15P_CEP,P10_NSCOL15P_BEPC,P10_NSCOL15P_CAPBEP,P10_NSCOL15P_BAC,P10_NSCOL15P_BACP2,P10_NSCOL15P_SUP,P10_HNSCOL15P,P10_HNSCOL15P_DIPL0,P10_HNSCOL15P_CEP,P10_HNSCOL15P_BEPC,P10_HNSCOL15P_CAPBEP,P10_HNSCOL15P_BAC,P10_HNSCOL15P_BACP2,P10_HNSCOL15P_SUP,P10_FNSCOL15P,P10_FNSCOL15P_DIPL0,P10_FNSCOL15P_CEP,P10_FNSCOL15P_BEPC,P10_FNSCOL15P_CAPBEP,P10_FNSCOL15P_BAC,P10_FNSCOL15P_BACP2,P10_FNSCOL15P_SUP
751145605,11,75,851,75114,Paris 14e Arrondissement,751391,7511456,Plaisance 5,H,0,1,128,159,81,70,169,268,1793,113,155,80,63,92,64,39,2042,143,165,142,196,316,298,782,862,69,59,61,99,116,76,382,1180,74,106,82,98,199,222,400
751145606,11,75,851,75114,Paris 14e Arrondissement,751381,7511456,Plaisance 6,H,0,1,113,76,62,55,313,360,1615,86,74,61,52,234,63,25,1969,104,108,111,178,304,365,798,876,54,39,35,76,144,155,374,1094,51,69,76,102,160,210,424
751145607,11,75,851,75114,Paris 14e Arrondissement,751381,7511456,Plaisance 7,H,0,1,94,123,86,47,287,278,2309,72,119,86,47,199,41,44,2590,274,117,116,186,386,343,1168,1108,133,43,38,100,179,129,487,1482,141,74,78,86,207,214,682
751145608,11,75,851,75114,Paris 14e Arrondissement,751381,7511456,Plaisance 8,H,0,1,84,43,26,30,344,349,1174,68,43,26,30,228,76,34,1529,149,57,68,76,150,186,843,759,55,30,27,44,101,79,422,771,94,27,40,32,50,107,421
751145609,11,75,851,75114,Paris 14e Arrondissement,751371,7511456,Plaisance 9,H,0,1,97,120,90,65,174,132,1619,77,116,87,63,84,2,24,1817,371,213,155,240,313,204,320,772,160,70,78,92,115,91,165,1045,211,143,76,148,198,113,155
751145610,11,75,851,75114,Paris 14e Arrondissement,751371,7511456,Plaisance 10,H,0,1,67,99,53,32,234,240,1604,48,97,53,32,157,29,40,1851,167,119,70,164,312,215,806,832,85,46,18,74,128,64,417,1020,82,73,52,90,184,151,388
751145611,11,75,851,75114,Paris 14e Arrondissement,751371,7511456,Plaisance 11,H,0,1,71,84,48,67,173,109,1146,49,84,47,63,83,18,32,1301,335,131,108,171,211,121,224,544,128,48,27,84,105,38,114,756,206,83,81,87,106,83,110
751145612,11,75,851,75114,Paris 14e Arrondissement,751371,7511456,Plaisance 12,H,0,1,20,35,20,30,166,220,1270,9,31,20,30,116,30,13,1498,163,109,103,126,188,183,625,665,71,20,39,75,85,71,304,833,93,89,65,51,103,112,321
751145613,11,75,851,75114,Paris 14e Arrondissement,751281,7511456,Plaisance 13,H,0,1,50,35,44,34,446,431,1255,37,35,44,34,282,73,21,1756,152,61,51,108,268,238,878,787,76,25,33,55,132,71,395,969,75,37,19,53,136,167,483
751145614,11,75,851,75114,Paris 14e Arrondissement,751271,7511456,Plaisance 14,H,0,1,48,48,25,39,286,321,1059,36,47,25,39,196,63,52,1356,188,42,66,99,230,149,584,655,113,10,32,63,121,47,269,700,75,31,34,35,108,101,315
751145615,11,75,851,75114,Paris 14e Arrondissement,751281,7511456,Plaisance 15,H,0,1,71,49,37,30,224,346,1380,54,49,36,29,172,57,34,1688,149,85,86,91,194,259,825,756,78,34,19,54,84,81,405,932,71,50,66,37,110,177,420
751145616,11,75,851,75114,Paris 14e Arrondissement,751281,7511456,Plaisance 16,H,0,2,105,124,67,76,294,436,1657,73,113,67,72,199,86,56,2050,190,113,123,165,368,284,806,988,113,33,63,103,144,128,404,1062,76,81,59,62,224,156,403
751145617,11,75,851,75114,Paris 14e Arrondissement,751261,7511456,Plaisance 17,H,0,1,72,97,66,64,133,116,1656,34,96,66,64,105,7,38,1754,420,150,75,279,213,253,363,931,226,58,24,186,93,160,184,823,194,92,51,94,119,93,180
751145618,11,75,851,75114,Paris 14e Arrondissement,751261,7511456,Plaisance 18,H,0,2,100,159,137,122,446,281,1828,56,159,137,119,287,21,41,2210,340,99,103,260,398,286,725,1041,197,44,49,123,189,93,347,1169,143,55,54,137,209,192,378
751145619,11,75,851,75114,Paris 14e Arrondissement,751271,7511456,Plaisance 19,H,0,1,63,65,63,37,297,249,1236,48,63,62,37,211,37,45,1490,124,70,59,105,222,225,685,721,43,22,23,68,113,102,349,769,81,48,36,38,108,123,336
751145620,11,75,851,75114,Paris 14e Arrondissement,751291,7511456,Plaisance 20,H,0,1,70,130,79,62,281,305,1836,45,126,72,57,207,34,32,2155,333,175,77,145,222,230,971,976,154,51,27,90,80,92,482,1179,179,124,51,56,142,138,489
751145621,11,75,851,75114,Paris 14e Arrondissement,751291,7511456,Plaisance 21,H,0,1,96,64,62,28,336,226,1316,76,64,62,28,263,31,39,1546,82,45,27,125,234,211,823,701,51,16,8,55,109,94,369,845,31,28,19,70,125,118,454
751145622,11,75,851,75114,Paris 14e Arrondissement,751291,7511456,Plaisance 22,H,0,2,27,36,6,7,211,327,841,14,32,6,7,154,69,32,1124,115,37,28,57,126,154,609,491,45,13,14,21,70,61,267,633,70,23,14,35,56,93,342
751145623,11,75,851,75114,Paris 14e Arrondissement,751271,7511456,Plaisance 23,H,0,2,128,155,151,146,472,476,2130,99,155,151,142,379,101,66,2536,283,100,98,161,272,307,1315,1180,146,34,58,83,147,117,595,1356,138,66,40,78,125,189,721
751145624,11,75,851,75114,Paris 14e Arrondissement,751261,7511456,Plaisance 24,H,0,1,86,138,135,112,257,267,1751,62,138,132,111,196,61,39,1981,152,26,80,91,255,238,1139,885,63,6,28,52,86,81,570,1096,89,21,53,39,169,156,569
751145625,11,75,851,75114,Paris 14e Arrondissement,751391,7511456,Plaisance 25,A,0,3,3,23,0,0,38,18,398,3,23,0,0,36,4,9,406,58,0,3,15,15,63,251,317,41,0,0,5,9,44,218,89,18,0,3,11,5,19,33
751155701,11,75,851,75115,Paris 15e Arrondissement,751691,7511557,Saint-Lambert 1,H,0,1,199,188,123,87,259,193,2424,112,184,123,83,154,17,57,2652,471,332,203,345,504,353,445,998,209,95,70,162,171,89,202,1654,262,237,132,183,333,264,244
751155702,11,75,851,75115,Paris 15e Arrondissement,751681,7511557,Saint-Lambert 2,H,0,2,26,23,28,16,152,148,890,14,23,28,16,95,21,32,1041,62,14,20,50,130,157,607,575,37,4,12,28,39,89,364,467,25,10,8,22,91,67,243
751155703,11,75,851,75115,Paris 15e Arrondissement,751691,7511557,Saint-Lambert 3,H,0,1,123,190,95,99,440,445,2209,90,187,95,98,303,53,46,2692,209,109,142,245,375,343,1269,1267,96,52,57,113,201,121,628,1425,113,57,86,132,174,222,641
751155704,11,75,851,75115,Paris 15e Arrondissement,751691,7511557,Saint-Lambert 4,H,0,1,98,160,123,88,264,172,1743,66,154,119,74,164,16,44,1968,485,194,154,235,296,200,403,805,210,53,40,104,134,70,195,1163,276,141,114,131,162,131,208
751155705,11,75,851,75115,Paris 15e Arrondissement,751661,7511557,Saint-Lambert 5,H,0,1,173,190,107,105,498,458,2399,126,190,107,105,347,73,47,2888,344,225,173,273,406,402,1065,1274,141,85,54,120,193,148,534,1615,203,141,120,153,213,254,531
751155706,11,75,851,75115,Paris 15e Arrondissement,751711,7511557,Saint-Lambert 6,H,0,1,120,135,43,39,394,361,1418,80,135,43,38,276,58,24,1815,168,64,65,101,224,264,929,864,78,17,26,64,101,111,467,951,90,46,39,37,123,153,463
751155707,11,75,851,75115,Paris 15e Arrondissement,751711,7511557,Saint-Lambert 7,H,0,1,54,55,29,22,277,440,1593,38,55,29,22,210,98,62,1941,108,80,55,111,204,251,1132,829,34,21,7,69,95,93,509,1112,74,60,48,42,108,158,622
751155708,11,75,851,75115,Paris 15e Arrondissement,751701,7511557,Saint-Lambert 8,H,0,2,176,249,181,119,366,351,2582,118,247,181,116,276,53,28,2945,347,155,165,256,449,376,1198,1409,163,57,69,139,251,119,611,1537,184,97,96,116,198,257,587
751155709,11,75,851,75115,Paris 15e Arrondissement,751711,7511557,Saint-Lambert 9,H,0,1,126,98,69,51,490,515,2055,73,93,65,50,332,91,33,2606,200,69,110,190,271,377,1388,1188,89,13,31,116,126,148,666,1418,111,56,79,74,146,230,723
751155710,11,75,851,75115,Paris 15e Arrondissement,751701,7511557,Saint-Lambert 10,H,0,1,108,141,101,74,395,392,2640,66,141,101,72,315,74,58,2982,238,100,163,289,546,405,1241,1340,86,44,43,156,204,130,677,1642,152,55,120,133,342,275,564
751155711,11,75,851,75115,Paris 15e Arrondissement,751651,7511557,Saint-Lambert 11,H,0,2,65,115,93,45,278,209,1248,47,111,87,42,223,13,44,1459,110,57,46,97,229,223,696,630,41,26,18,52,85,84,323,829,69,31,28,45,145,139,372
751155712,11,75,851,75115,Paris 15e Arrondissement,751651,7511557,Saint-Lambert 12,H,0,2,85,97,82,51,315,300,1596,52,97,78,51,241,53,26,1892,211,37,89,100,284,269,902,833,119,7,34,44,91,123,415,1059,92,30,55,57,193,146,487
751155713,11,75,851,75115,Paris 15e Arrondissement,751651,7511557,Saint-Lambert 13,H,0,2,81,52,43,23,210,181,1215,63,51,43,23,188,30,38,1351,119,40,59,74,124,204,732,611,54,19,17,27,43,83,367,740,65,21,41,47,81,120,365
751155714,11,75,851,75115,Paris 15e Arrondissement,751661,7511557,Saint-Lambert 14,H,0,1,76,77,52,27,269,393,1189,52,74,52,27,194,44,25,1587,106,49,46,77,186,237,887,716,55,17,12,44,71,88,429,871,50,32,34,33,114,149,458
751155715,11,75,851,75115,Paris 15e Arrondissement,751661,7511557,Saint-Lambert 15,H,0,1,102,145,47,67,323,323,1840,82,139,47,67,177,31,49,2229,166,112,91,165,346,274,1074,902,62,30,20,64,140,98,487,1327,104,82,71,101,206,176,587
751155716,11,75,851,75115,Paris 15e Arrondissement,751671,7511557,Saint-Lambert 16,H,0,1,101,106,41,45,253,362,1665,59,105,41,45,196,64,54,1967,150,80,105,157,213,274,988,852,53,20,36,84,84,100,475,1115,98,60,70,73,129,174,513
751155717,11,75,851,75115,Paris 15e Arrondissement,751671,7511557,Saint-Lambert 17,H,0,2,66,75,83,63,274,329,1709,39,75,81,59,181,42,38,2056,169,89,94,120,326,327,930,948,81,29,25,64,146,109,493,1108,88,60,69,56,180,218,437
751155718,11,75,851,75115,Paris 15e Arrondissement,751671,7511557,Saint-Lambert 18,H,0,1,71,88,57,91,269,317,1358,50,88,57,80,183,89,39,1644,122,35,99,105,274,214,795,791,70,11,49,41,111,84,427,853,52,25,50,65,163,131,368
751155719,11,75,851,75115,Paris 15e Arrondissement,751681,7511557,Saint-Lambert 19,H,0,1,61,97,53,44,358,415,1377,31,97,53,44,249,57,46,1799,155,59,72,113,280,194,926,873,72,19,28,55,157,70,471,926,83,40,44,58,122,124,454
751155720,11,75,851,75115,Paris 15e Arrondissement,751681,7511557,Saint-Lambert 20,H,0,1,82,72,64,65,236,354,1372,50,72,64,65,163,60,63,1675,104,24,69,122,211,216,927,820,55,7,38,61,93,70,495,856,49,17,31,62,118,146,433
751155721,11,75,851,75115,Paris 15e Arrondissement,751531,7511557,Saint-Lambert 21,H,0,2,43,65,54,18,133,99,1363,28,59,54,18,108,9,43,1436,119,18,57,82,196,213,750,624,28,6,18,46,75,63,388,812,91,12,40,36,121,150,363
751155722,11,75,851,75115,Paris 15e Arrondissement,751541,7511557,Saint-Lambert 22,H,0,1,106,133,73,44,315,343,2218,69,133,73,44,201,51,30,2593,129,92,96,158,382,301,1435,1095,31,26,28,74,145,79,711,1498,98,66,68,84,236,221,725
751155723,11,75,851,75115,Paris 15e Arrondissement,751541,7511557,Saint-Lambert 23,H,0,1,106,121,48,48,361,413,1726,82,121,48,48,249,39,46,2167,144,53,57,126,264,270,1253,930,74,10,11,77,108,76,574,1237,71,43,47,48,156,194,679
751155724,11,75,851,75115,Paris 15e Arrondissement,751551,7511557,Saint-Lambert 24,H,0,1,117,108,65,71,366,501,1726,90,105,65,71,266,74,47,2206,139,52,71,88,235,336,1285,949,61,3,19,46,81,106,632,1257,78,48,52,42,154,230,654
751155725,11,75,851,75115,Paris 15e Arrondissement,751551,7511557,Saint-Lambert 25,H,0,1,76,93,62,39,238,185,1519,53,86,62,38,195,45,27,1677,98,48,75,100,239,232,884,814,53,17,15,54,91,101,483,863,44,32,60,46,148,132,401
751155726,11,75,851,75115,Paris 15e Arrondissement,751561,7511557,Saint-Lambert 26,H,0,2,98,107,141,128,286,163,1752,52,100,141,125,224,28,21,1931,141,133,111,162,277,309,799,782,65,50,27,75,119,92,354,1149,76,82,84,87,158,217,444
751155727,11,75,851,75115,Paris 15e Arrondissement,751561,7511557,Saint-Lambert 27,H,0,1,111,100,104,83,244,248,2115,64,97,101,83,162,30,55,2361,273,94,147,242,449,311,845,970,136,36,39,123,167,96,373,1391,137,58,108,119,282,215,472
751155728,11,75,851,75115,Paris 15e Arrondissement,751561,7511557,Saint-Lambert 28,H,0,2,97,70,35,29,234,285,1248,60,67,35,26,182,46,44,1498,151,44,47,123,153,141,839,715,73,23,12,62,69,56,420,783,78,22,34,60,83,85,419
751155729,11,75,851,75115,Paris 15e Arrondissement,751551,7511557,Saint-Lambert 29,H,0,1,135,173,172,132,473,353,2187,106,158,172,132,362,52,51,2547,130,41,77,96,298,343,1563,1122,38,8,26,44,133,118,756,1425,92,33,52,52,165,225,807
751155730,11,75,851,75115,Paris 15e Arrondissement,751531,7511557,Saint-Lambert 30,H,0,2,106,80,67,63,288,261,1638,65,80,67,62,243,42,30,1875,136,85,92,149,271,244,899,771,44,19,30,64,115,68,430,1104,92,66,62,85,155,176,468
751155731,11,75,851,75115,Paris 15e Arrondissement,751531,7511557,Saint-Lambert 31,H,0,1,148,131,109,83,335,309,1943,101,131,109,83,249,44,42,2251,153,128,172,248,355,307,887,985,72,36,40,120,182,81,454,1267,81,92,133,128,173,226,433
751155732,11,75,851,75115,Paris 15e Arrondissement,751701,7511557,Saint-Lambert 32,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751155733,11,75,851,75115,Paris 15e Arrondissement,751541,7511557,Saint-Lambert 33,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751155801,11,75,851,75115,Paris 15e Arrondissement,751511,7511558,Necker 1,H,0,1,177,287,255,239,402,159,2251,132,285,252,234,242,26,56,2492,684,158,147,348,485,184,487,1354,459,97,60,177,226,71,264,1138,225,62,87,170,259,113,223
751155802,11,75,851,75115,Paris 15e Arrondissement,751521,7511558,Necker 2,H,0,1,85,123,85,74,223,187,1861,72,116,85,71,158,20,29,2068,376,213,137,300,394,239,409,955,225,68,39,146,186,70,219,1112,150,145,98,154,207,169,189
751155803,11,75,851,75115,Paris 15e Arrondissement,751511,7511558,Necker 3,H,0,2,87,101,80,84,442,412,2240,59,97,79,81,321,58,39,2678,246,76,128,166,329,367,1367,1251,108,15,40,89,144,121,734,1427,138,61,88,77,184,246,633
751155804,11,75,851,75115,Paris 15e Arrondissement,751521,7511558,Necker 4,H,0,1,66,106,36,41,205,285,1558,42,106,36,41,163,53,39,1793,100,40,45,84,252,236,1036,780,28,7,9,40,82,73,542,1013,72,33,36,44,170,163,495
751155805,11,75,851,75115,Paris 15e Arrondissement,751521,7511558,Necker 5,H,0,1,50,48,48,22,406,251,1385,35,48,48,22,357,30,31,1624,156,110,96,124,233,260,645,596,56,24,32,40,67,58,320,1028,100,86,64,84,167,202,325
751155806,11,75,851,75115,Paris 15e Arrondissement,751491,7511558,Necker 6,H,0,1,142,140,71,64,395,405,2024,103,140,71,63,264,85,34,2442,141,59,97,121,309,305,1410,1066,72,17,35,55,133,85,670,1376,69,42,63,66,176,220,740
751155807,11,75,851,75115,Paris 15e Arrondissement,751491,7511558,Necker 7,H,0,1,184,149,98,76,273,362,2088,122,149,98,76,191,35,39,2458,185,51,82,183,240,255,1462,1118,90,13,25,117,85,47,741,1340,95,38,57,67,155,208,721
751155808,11,75,851,75115,Paris 15e Arrondissement,751481,7511558,Necker 8,H,0,1,43,78,83,85,300,210,1254,26,77,83,85,251,26,16,1471,103,48,28,60,193,176,863,679,48,16,12,25,81,50,447,791,55,32,16,34,112,126,416
751155809,11,75,851,75115,Paris 15e Arrondissement,751481,7511558,Necker 9,H,0,1,99,156,160,100,363,251,2146,65,156,160,100,288,52,45,2375,136,44,61,113,319,296,1407,1061,61,21,16,44,111,95,713,1313,75,23,45,68,208,200,694
751155810,11,75,851,75115,Paris 15e Arrondissement,751481,7511558,Necker 10,H,0,1,150,174,151,94,655,687,3494,102,172,149,90,450,103,101,4187,378,229,268,399,761,539,1611,1881,155,84,107,212,321,200,801,2307,223,146,162,187,440,339,810
751155811,11,75,851,75115,Paris 15e Arrondissement,751471,7511558,Necker 11,H,0,1,68,73,28,33,292,384,1130,50,73,28,33,217,86,36,1468,129,36,76,74,198,138,819,741,68,12,21,38,88,56,457,727,60,24,55,36,110,81,362
751155812,11,75,851,75115,Paris 15e Arrondissement,751471,7511558,Necker 12,H,0,2,114,135,116,76,316,174,1457,89,135,116,76,259,25,28,1635,152,36,39,32,180,139,1057,732,55,7,7,10,74,32,546,902,97,29,32,22,106,107,511
751155813,11,75,851,75115,Paris 15e Arrondissement,751471,7511558,Necker 13,H,0,2,83,107,92,56,232,181,1324,70,107,89,56,206,45,30,1456,89,27,46,33,206,161,894,688,33,7,14,20,80,33,501,768,56,20,33,13,126,128,393
751155814,11,75,851,75115,Paris 15e Arrondissement,751491,7511558,Necker 14,H,0,1,73,79,75,75,207,237,1068,51,79,75,71,155,52,29,1280,108,11,43,41,134,189,753,575,52,4,7,17,40,56,398,705,56,7,36,23,94,133,356
751155815,11,75,851,75115,Paris 15e Arrondissement,751501,7511558,Necker 15,H,0,1,61,66,46,45,325,234,1424,42,66,46,45,263,29,43,1648,88,44,46,98,209,219,944,775,41,12,20,63,57,68,513,873,46,31,26,35,152,151,432
751155816,11,75,851,75115,Paris 15e Arrondissement,751501,7511558,Necker 16,H,0,2,86,156,114,74,286,197,1487,58,151,114,70,233,35,35,1672,176,32,73,74,199,177,940,794,95,12,16,44,100,72,455,878,81,20,56,30,100,105,485
751155817,11,75,851,75115,Paris 15e Arrondissement,751501,7511558,Necker 17,H,0,1,70,104,85,48,371,248,1368,48,104,85,48,291,34,38,1624,127,72,53,84,192,164,932,740,50,28,19,42,84,48,469,884,76,44,34,42,108,116,463
751155818,11,75,851,75115,Paris 15e Arrondissement,751511,7511558,Necker 18,A,0,3,25,26,28,19,67,70,456,23,26,24,19,44,9,13,528,18,9,17,30,50,73,332,275,12,6,10,12,18,34,183,253,6,3,7,18,32,39,149
751155819,11,75,851,75115,Paris 15e Arrondissement,751501,7511558,Necker 19,A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751155901,11,75,851,75115,Paris 15e Arrondissement,751571,7511559,Grenelle 1,H,0,2,98,78,48,33,334,485,1272,66,77,48,33,220,87,38,1746,100,54,77,137,207,220,953,743,42,19,25,53,100,70,435,1003,58,35,52,84,106,150,517
751155902,11,75,851,75115,Paris 15e Arrondissement,751461,7511559,Grenelle 2,H,0,2,33,41,17,26,247,291,1015,19,41,17,26,183,27,15,1329,118,49,63,87,179,138,695,587,49,26,15,38,86,33,339,742,68,23,49,49,93,105,355
751155903,11,75,851,75115,Paris 15e Arrondissement,751571,7511559,Grenelle 3,H,0,2,85,76,53,71,386,348,1670,57,76,53,64,291,38,43,2039,161,51,90,139,291,274,1033,794,69,19,26,63,85,72,461,1245,92,32,64,77,205,202,573
751155904,11,75,851,75115,Paris 15e Arrondissement,751571,7511559,Grenelle 4,H,0,1,58,79,70,46,263,237,1511,47,72,70,46,201,36,16,1758,136,58,82,81,239,209,953,740,42,18,32,26,116,55,451,1018,94,40,50,55,123,154,502
751155905,11,75,851,75115,Paris 15e Arrondissement,751451,7511559,Grenelle 5,H,0,1,102,91,88,90,260,271,1648,64,84,84,87,199,34,49,1901,138,76,70,104,252,209,1052,803,65,30,19,32,89,64,503,1098,73,46,50,72,163,144,549
751155906,11,75,851,75115,Paris 15e Arrondissement,751441,7511559,Grenelle 6,H,0,1,98,72,57,62,249,245,1584,63,66,54,55,173,32,36,1844,83,43,53,81,241,173,1169,829,25,22,13,36,84,67,582,1016,59,21,40,46,157,106,587
751155907,11,75,851,75115,Paris 15e Arrondissement,751431,7511559,Grenelle 7,H,0,1,84,99,88,52,310,334,1643,69,99,88,52,239,53,35,1959,165,59,69,152,313,235,966,876,70,29,25,61,114,108,469,1084,95,30,44,92,199,126,497
751155908,11,75,851,75115,Paris 15e Arrondissement,751431,7511559,Grenelle 8,H,0,1,105,164,128,97,283,229,2486,65,155,124,92,221,45,88,2649,206,66,82,123,474,306,1392,1268,91,27,26,65,171,120,769,1381,116,39,56,58,303,187,622
751155909,11,75,851,75115,Paris 15e Arrondissement,751441,7511559,Grenelle 9,H,0,1,85,102,59,35,335,351,1363,53,102,59,32,242,49,60,1702,116,89,42,101,186,208,959,730,55,27,18,49,63,90,429,971,61,62,24,53,123,118,530
751155910,11,75,851,75115,Paris 15e Arrondissement,751451,7511559,Grenelle 10,H,0,1,78,101,60,36,272,438,1505,55,101,60,36,187,62,47,1918,140,59,50,102,305,283,979,930,93,28,21,53,129,127,480,988,47,31,28,50,177,156,499
751155911,11,75,851,75115,Paris 15e Arrondissement,751451,7511559,Grenelle 11,H,0,1,82,57,36,47,339,409,1401,53,57,35,40,247,64,32,1813,126,69,56,79,234,209,1040,845,49,8,26,42,102,83,535,968,77,60,30,37,132,126,505
751155912,11,75,851,75115,Paris 15e Arrondissement,751461,7511559,Grenelle 12,H,0,1,102,121,73,97,555,572,1931,64,121,73,97,414,48,50,2546,219,80,107,170,300,278,1392,1171,97,36,43,84,148,108,655,1375,123,44,63,86,152,170,737
751155913,11,75,851,75115,Paris 15e Arrondissement,751461,7511559,Grenelle 13,H,0,1,127,115,89,107,223,180,1693,90,115,89,107,200,39,20,1838,144,39,88,68,314,156,1030,804,69,12,26,39,91,53,515,1034,75,27,62,29,223,103,515
751155914,11,75,851,75115,Paris 15e Arrondissement,751421,7511559,Grenelle 14,H,0,2,69,118,63,31,188,169,1283,44,115,63,31,158,17,42,1423,96,28,64,62,252,175,747,645,40,11,20,19,100,51,405,778,56,17,44,44,151,125,342
751155915,11,75,851,75115,Paris 15e Arrondissement,751421,7511559,Grenelle 15,H,0,1,61,105,54,21,293,254,1238,50,102,54,18,182,40,35,1533,139,85,47,94,155,185,828,677,62,32,11,55,65,50,402,856,77,53,36,40,89,135,426
751155916,11,75,851,75115,Paris 15e Arrondissement,751421,7511559,Grenelle 16,H,0,2,151,266,152,165,208,188,1404,86,257,151,159,169,46,40,1551,50,14,25,31,205,214,1011,777,22,6,12,12,88,61,576,774,28,8,13,19,117,153,436
751155917,11,75,851,75115,Paris 15e Arrondissement,751411,7511559,Grenelle 17,H,0,2,162,215,157,135,292,279,2043,112,215,157,132,241,47,56,2273,136,41,57,132,406,272,1228,1033,57,18,28,64,125,106,635,1239,79,23,30,68,281,166,593
751155918,11,75,851,75115,Paris 15e Arrondissement,751411,7511559,Grenelle 18,H,0,1,89,163,110,73,241,317,1950,71,160,110,73,176,35,27,2270,127,54,41,78,310,286,1375,1048,49,20,11,41,122,91,714,1223,78,34,30,38,188,195,661
751155919,11,75,851,75115,Paris 15e Arrondissement,751411,7511559,Grenelle 19,H,0,1,97,105,74,72,232,352,1513,69,105,74,72,180,37,27,1853,89,31,93,153,263,190,1035,842,28,14,26,91,92,66,525,1011,61,17,67,62,171,123,509
751155920,11,75,851,75115,Paris 15e Arrondissement,751441,7511559,Grenelle 20,A,0,3,21,28,25,13,18,56,138,16,28,25,13,13,8,2,189,17,2,4,20,20,28,97,82,9,1,1,12,4,3,51,107,8,1,3,8,16,25,46
751155999,11,75,851,75115,Paris 15e Arrondissement,751431,7511559,Seine et Berges,D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751156001,11,75,851,75115,Paris 15e Arrondissement,751621,7511560,Javel 1,H,0,1,126,115,91,103,394,239,1727,82,115,91,102,244,25,27,2065,255,177,122,420,399,251,441,958,101,62,36,230,213,91,224,1108,155,115,85,190,186,160,217
751156002,11,75,851,75115,Paris 15e Arrondissement,751631,7511560,Javel 2,H,0,1,102,96,81,38,207,224,1636,51,92,81,38,139,34,42,1851,121,48,100,105,266,211,1001,877,46,24,31,49,98,81,548,974,75,23,69,57,167,130,452
751156003,11,75,851,75115,Paris 15e Arrondissement,751631,7511560,Javel 3,H,0,1,83,117,89,63,267,300,1720,72,110,89,63,194,52,37,2004,187,66,94,155,296,234,972,867,86,23,27,73,102,69,487,1137,101,43,66,82,194,165,485
751156004,11,75,851,75115,Paris 15e Arrondissement,751641,7511560,Javel 4,H,0,1,126,160,135,85,300,335,2304,95,160,135,83,227,39,35,2640,312,183,185,217,385,329,1030,1095,125,66,50,117,127,140,470,1545,187,116,135,99,258,189,560
751156005,11,75,851,75115,Paris 15e Arrondissement,751591,7511560,Javel 5,H,0,1,168,124,65,78,310,371,1676,113,121,65,76,203,94,41,2022,161,82,92,99,280,239,1069,901,74,29,23,42,124,104,507,1120,88,53,69,56,156,136,562
751156006,11,75,851,75115,Paris 15e Arrondissement,751641,7511560,Javel 6,H,0,1,69,59,36,46,171,358,916,46,58,36,41,118,41,14,1278,158,73,62,68,227,153,536,538,79,9,23,33,88,59,248,739,79,65,39,36,140,94,288
751156007,11,75,851,75115,Paris 15e Arrondissement,751631,7511560,Javel 7,H,0,1,66,155,114,129,277,212,1800,54,151,114,114,219,30,5,2051,291,123,76,181,333,265,781,946,145,45,24,91,122,75,444,1105,146,79,52,91,211,190,336
751156008,11,75,851,75115,Paris 15e Arrondissement,751621,7511560,Javel 8,H,0,2,96,150,87,81,180,109,972,68,141,87,81,121,15,13,1111,126,40,56,143,212,159,374,433,36,9,19,71,85,56,156,678,89,31,38,72,128,103,218
751156009,11,75,851,75115,Paris 15e Arrondissement,751621,7511560,Javel 9,H,0,2,55,99,82,74,132,110,838,27,91,82,74,101,12,4,964,85,24,31,72,137,147,468,411,27,8,12,29,46,44,245,553,58,16,20,43,91,104,222
751156010,11,75,851,75115,Paris 15e Arrondissement,751611,7511560,Javel 10,H,0,1,159,274,252,151,337,136,1705,113,274,252,151,263,15,35,1864,211,43,69,133,308,284,816,805,101,8,34,46,125,77,412,1060,110,36,35,86,183,207,403
751156012,11,75,851,75115,Paris 15e Arrondissement,751611,7511560,Javel 12,H,0,1,124,151,136,116,407,562,2491,89,147,136,116,275,84,66,3036,214,67,90,200,453,346,1666,1477,107,23,38,114,203,151,841,1559,107,44,52,86,250,196,825
751156013,11,75,851,75115,Paris 15e Arrondissement,751601,7511560,Javel 13,H,0,2,86,112,65,44,304,324,1436,67,108,65,44,216,65,35,1748,134,41,50,97,286,224,916,800,61,10,19,54,113,87,455,948,73,31,32,42,173,137,461
